카테고리,키워드,질문
취미,게임,"스팀 연말 할인 행사로 게임을 구매하고 싶습니다!
제 선택지로 스토리가 바뀌는 게임 장르를 뭐라고 하는 지 모르겠지만
그 섬이나 베리드 스타즈 디트로이드 비컴 휴먼 같은 스토리 좋은 스팀 게임들 추천해주세요!!
이왕이면 더빙이 있는 게임이면 좋겠습니다."
취미,게임,"16gb램에 nvdia rtx 1060 3gb인데 보통 어느정도의 게임을 돌릴 수 있나요?(스팀 패키지 게임으로 부탁드립니다.)
대표작 몇개만 가르쳐주세요.
그리고 사펑2077이나 엘든링, 발더스게이트3등의 최소 사양에 해당되는 것 같은데 돌아가나요? 아니면 포기하고 그냥 2018~2020년도 게임이나 찾는게 맞을까요?"
취미,게임,"2주만에 4시간 게임하면서 왔다갔다도 했는데
게임하고 나면 꼭 다리에 피 안 통하는 것처럼
허벅지부터 발끝까지 찌릿찌릿거립니다
자고 일어나면 괜찮아지는데 그래도 매번 게임할때마다 이러니 불편하네요;;"
취미,게임,
취미,게임,
취미,게임,
취미,게임,"최근 그라운디드라는 게임 영상을 봤는데요. 그런류의 게임이 스위치에도 있을까요??
전체적인 스토리 진행있고 도구나 요리 제작하는 맛 있는 게임이요

+) 스타듀밸리 같은 게임도 있다면 추천해주세요"
취미,게임,"안녕하세요 제가 어느 게임을 깔아서
로그인을 할려고 했는데 이 게임을 플레이 할수 있으나,
지금 이 계정으로 구글 플레이 게임에 로그인할순 없습니다.

라고 뜹니다.

제가 패밀리 링크가 깔려있고+자녀 계정입니다.
만 12세이구요. 만 14세가 아니라서 이렇게 뜨는건가요?
해결할수 있다면 해결방법도 알려주세요ㅠㅠ"
취미,게임,"PC방 시뮬레이터 비슷한 게임 추천좀
3인칭게임"
취미,게임,"아이패드로 아이러브커피 게임하려구 하는데
카톡 연동하는 게임이잖아요
근데 아이패드에는 카톡이 안깔려있어서
게임만 설치해서 카톡으로 로그인하려는데
상관없나요? 무조건 카톡 설치해야 하나요?"
취미,게임,일단 저는 중1이고 2024년에는 중2가 됩니다. 일단 제가 하는 게임은 발로란트랑 배그 하고 FC온라인도 가끔 합니다.이런 제가 좋아할만한 컴퓨터 게임 추천 드려요!!(무료만)
취미,게임,
취미,게임,
취미,게임,"철권3 브루드워 마메오락실게임같은 고전게임들은 그래픽감동은 1 도 없고 재미는 좀 있을지몰라도 이런게임들을 보고 ""게임이다 재밌겠다""이런감동없죠 ?"
취미,게임,"약간 힐링 패턴 게임인데요
패턴으로 되어있는 퍼즐?을 풀면 동물이랑 사물 같은게 나오고 스토리를 알 수 있는 게임이었는데 어느새 사라져있더라구요 아무리 검색해도 안 나와서 지식인에 써봅니다"
취미,게임,유료게임이고 대머리 아저씨가 퀘스트 깨듯 총 쏘면서 탈출하는 게임인데 제목 기억이 안나서요.. 영어 였던 것 같아요..ㅜ
취미,게임,"2024년에 고1 올라가는 학생입니다.
제 꿈이 일본에 유학가는 것인데 아직 일본어 실력이 부족합니다. 부족한데도 매일 공부해야지 하다가 게임만 하네요.게임으로 하루를 보내는거 같습니다. 게임 빨리 끊고 공부해야하는데 게임 끊는 방법이나 조언 구합니다"
취미,게임,
취미,게임,
취미,게임,"재밌는게임 찾고 있는데 뭐 없을까요?
집에서 편하게 할 수 있는 재밌는게임이면 좋겠는데
요새 괜찮은 재밌는게임 알려주시면 감사하겠습니다."
취미,게임,
취미,게임,"잼있는 온라인게임 추천 부탁해요
이번에 새로나온 신규 게임 이면 좋고
무료로할수 있는거리루요
부탁 합니다~~"
취미,게임,로스트아크게임을 하는대 처음에는 고사향으로 게임해도 랙이 안걸렸는대 시간이갈수록 렉이 점점 심해지는거같내요 렘도 8gb에서16gb로 업그래이드 해주고 게임그래픽도 낮추고했는대 점점 심해지내요..ㅜㅜ 혹시 이런거 잘아시는 컴 전문가분들. 어떻게해야 할까요 ㅠㅠ
취미,게임,고양이를 부탁해! 게임을 오랜만에 하려고 했는데 섭 동했다고 떠서.. 비슷한 게임 추천 좀 해주세요ㅠ
취미,게임,"잘 즐기다가 11월 섭종했는데 생각보다 빈자리가 너무 크네요
쿠키런 킹덤, 리버스 1999, 원신 등 게임 즐기고 있고 그래픽 좋은 힐링?게임 추천받아요. 이왕이면 스토리가 없거나 좋았으면 좋겠고 노가다 심한 게임은 별로에요. 오픈월드 게임도 좋습니다"
취미,게임,
취미,게임,내부 액정이 나가서 외부 액정으로 게임하는데 몇몇 게임 화면이 잘리는데 풀화면으로 하는방법 있을까요?
취미,게임,"ㅈㄱㄴ
아이패드로 게임하는데 들고하다보니 손목도 너무 아파서 최근에 게임패드를 찾아보고 있습니다

학생이라 너무 부담스럽지 않은 가격에 즐기고싶은데 혹시 8bitdo 얼티메이트 얼티밋하고 베이더 시리즈 중에 뭐가 더 괜찮을까요? 엑박도 고려중입니다!

그리고 다른 패드중에 추천할 것 있으시다면 그것도 부탁드립니다! 컴퓨터 게임이나 콘솔, 스위치를 잘 하지 않아서 nfc 기능도 필요없고 진동 기능도 많이 신경 안 써요. 키매핑은 있으면 좋은 기능.

그냥 원신 특성상 반응이 빠릿빠릿 했으면 좋겠습니다."
취미,게임,
취미,게임,"그 발로란트나 오버워치, 기타 등등
할 게임 추천좀요
현재는 발로란트 하고 있는데요, 다른 게임 추천 부탁드립니다.(채택 해드림)"
취미,게임,
취미,게임,"현재 아이폰 se2 기종을 쓰고 있습니다.
그런데 게임을 할때 가끔씩 아무 예고 없이 게임 화면이 어두워자면서 꺼집니다 게임 자체가 나가지고 폰 화면이 잠금상태가 되진 않아요. 그저 그냥 게임이 나가져요. 어떨때에는 게임이 잘 실행되고 자동으로 안 꺼지는데 어떨땐 또 계속 들어가자마자 나가지고… 이게 왜 이럴까요..?"
취미,게임,
취미,게임,"할만한게임 찾고 있는데 알려주세요.
게임 좋아하는데 요새 할만한게임 뭐 있나요?

집에서 편하게 하거나 바쁜 일상 속에서 
편하게 간단히 할 수 있는 할만한게임 이면 좋겠어요.

요즘 할만한게임 아시는 분 알려주세요!"
취미,게임,
취미,게임,"제가 칠라스아트의 작품 공포게임 파라소셜을 너무 하고싶은데요 엄마한테 허락을 구해야하는데 공포게임이라고 심리공포 게임이라고 말하니까 사람이 어두운게임을 하면 정신도 이상해진다 하는데 파라소셜 같은 게임을 하면 정신이 이상해지나요?
대충 사람의 대한 경각심을 주는 게임이긴 한데 사야할지 말아야할지 모르겠어요"
취미,게임,
취미,게임,맥북 에서 게임 (스듀) 끌려면 어케 해야되요?
취미,게임,"그램 노트북 360도 회전되는 거 사용하고 있는데 슬라임 랜처2 게임 플레이 하는데에 무리가 있을까요? 렉없이 운영되는 정도만 돼도 괜찮을 것 같은데… 게임 해봤을 때 마인크래프트는 렉이 좀 있고 스타듀밸리는 별 문제 없었어요

본문에 첨가된 사진이 슬라임랜처2 운영에 필요로 되는 거라는데 제가 보니까 뭐가 뭔지 잘 모르겠네요… 저 좀 도와주세요!!"
취미,게임,
취미,게임,
취미,게임,"예전에 했던 플래시게임인데 이름이 기억 안나서 질문 드립니다.
흰색? 하늘색 ? 바탕에 선으로 된 모자 쓴 신사 캐릭터가 우산으로 날아가는 그런 게임이었어요
혹시 아시는 분 계실까요?"
취미,게임,요즘 스팀에 플스게임이라던지 엑박게임이보이던데 스팀에서만 할수있는 게임이 있을까요? 제가 플스가 따로잇어서 스팀에서 굳이 플스을 사고싶지않아서요...
취미,게임,
취미,게임,"난이도때문에 평점 깎인 게임이 뭐가 있을까요
주변 사람이 7막까지는 괜찮았는데 8막부터 어렵다고 했고
뭐 캐릭터를 뽑을 수 있는 게임인거 같아요
어떤 게임일까요ㅠ 너무 궁금함"
취미,게임,안녕하세요 제 꿈은 게임원화가인데 인서울 4년제 대학을 가고싶어요 근데 게임원화가과가 없어서 애니메이션 쪽으로 가야되는거 같은데 정시로 가면 수학 성적을 대학에서 안보나요? 그리고 애니메이션관련 과로 가는게 맞나요?ㅠㅠ 목표를 정하고 싶은데 아는게 없어서요.. 도와주세요ㅠ!!
취미,게임,
취미,게임,"제가 예전에 듀크폰을 사용하였는데요, 거기서 즐겨했던 게임을 찾고싶어 지식인에 문의를 남깁니다..
게임내용은 대충 개츠비? 였던거 같고 옥탑방과 여기저기 돌아다니며 했던 스토리 게임이었던 것 같아요.
2008년 - 2011년 쯤이라서 아마 제가 다운받진 않았을텐데ㅜㅜ 찾지 못하겠어서 고수분들의 지식을 빌립니다 도와주세요!"
취미,게임,
취미,게임,"국사 연애 시뮬레이션 게임 중에 남도형 성우님이랑, 신용우 성우님이셨나 손수호 성우님이셨나 류승곤 성우님이셨나 김민주 성우님이셨나........ 아무튼 같이 출연?하셨던 게임 있지 않나요? 있으면 게임 이름 좀 알려주세요"
취미,게임,
취미,게임,게임 하나도 모르고 컴퓨터게임도 안해본 여학생인데욥...!새로나온 스파이더맨 2게임이 너무 해보고싶은데 어떻게 하는지 하나도 몰라서요...막 플레이스테이션이랑 게임기등등 사야한다는데 하나도 모르겠어서 이 게임을하려면 뭐가 필요한가요?!
취미,게임,어떻게 해요..? 고등학생때는 수능준비 해야해서 게임을 못하고 직장인 되면 회사때매 게임 못하고.. 게임 하고싶어서 컴퓨터 사려던 참인데 고민이에요. 주말에 시간내서 하는 거 밖에 없잖아요..
취미,게임,
취미,게임,포큐파이? 였나 무슨 대한민국 선거 게임이였는데 그 게임 어디갔나요? 다시 해보고싶은데 찾아봐도 없네요..
취미,게임,몇년째 같은 와이파이로 잘해오던 게임이 있는데 인터넷 연결이 안되있다고 접속이 안되는데요 며칠째 그래요 다른 곳가서 무료 와이파이 연결했더니 잘되요 집에있는 와이파이로 배틀그라운드 포함 5개 다운로드받아 실행혔는데 배틀그라운드 잘되고 7개중 5개 잘되고 또하나 총쏘는 게임 안되요 몇년째 하고있던게임 포함 두개가 안되요 모든 게임이 전부 실행이 안되면 케이블 tv 회사에 전화에 묻기라도하는데 다른 용량큰 배틀 그라운드도 잘되고 3개 게임잘되는데 와이파이 초기화 포함 이것 저것 다해본거 같은데 왜 안되는지 tv연결해쓰는 와이파이 속도가 느리긴해도 유트브 모든게 잘되고요 몇년째 이 와이파이로 게임이 잘됐는데 한번도 이런적 없었고 처음인데 왜 그런지 아시면 가르쳐주세요
취미,게임,"제가 2014년쯤이지 않을까 싶어요 초등학생때 하던 게임인데
원래는 이름이라도 알았어서 네이버에 쳐보면 사진이라도 나와서 보면서 추억팔이 했었는데 이름을 까먹었어요..
게임 내용들은 정확이 기억 안나지만 무 같은거 시간에 맞게 자르고 뭐 빨리누르기 대결 이런거 등등 미니게임 모여있고 귀여운 캐릭터들있는 모바일 게임이었어요.. ㅠㅠ
이름이 게임파티였나 신나는 게임파티였나 이런제목 비슷했던거 같은데 아무리 쳐도 사진이 안나오네요 ㅠㅠ 이름이 좀 틀린가봐요 ㅠㅠ 제발 부탁드려요 간절.."
취미,게임,
취미,게임,"안녕하세요 디아블로 4? 제일 최근에 나온게 4가 맞나요? 여튼 그걸 해보려 하는 게임 좋아하는 사람입니다. 평소에 롤이나 지티에이..젤다..마인크래프트..같은 별별 게임을 장르 안 가리고 하고 있는데요, 디아블로 같은 장르의 게임은 해본 적도 없고 무슨 게임인지도 몰라서요. 인터넷에 찾아봐도 고인물들의 직업추천?글 밖에 보이지 않아서..대충 디아블로가 뭐 하는 게임이고 초보가 할 만 한 게임인지 간단하지만 적당히 길고 이해하기 쉽게 알려주시면 감사하겠습니다."
취미,게임,
취미,게임,
취미,게임,
취미,게임,"유튜브에서 우연히 게임 영상을 보게 된 후로 하고 싶어져서 알아보니 기기를 사야 하는 것 같던데, 종류가 너무 많아서 무엇을 사야 할 지 잘 모르겠습니다. 게임 자체가 처음이라 기기 성능?은 큰 차이를 못 느낄 것 같긴 한데... 아무튼 추천 부탁드릴게요!

하고 싶은 게임 목록
: 페르소나3, 갱비스트, 레데리, 호그와트 레거시, 오버쿡, 바이오하자드 등등

고민 중인 기기
: XBOX, 플스, 스위치

+ 그리고 스팀게임? 이거는 위 기기가 있으면 가능한 지, 게임패스는 무엇인지도 궁금합니다.

부탁드릴게요!!"
